"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","B1-A","B10-A","B11-A","B12-A","B13-A","B14-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A","UV1-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","V1-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","YG1-A","YG10-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","Time"
1.88861e+06,1.9179e+06,1.9527e+06,2.32699e+06,2.59416e+06,2.04736e+06,734940,1.05816e+06,705281,637237,773842,709435,619944,1.03436e+06,663909,680733,688931,996917,688979,641753,829298,973331,1.07707e+06,899116,639662,648098,638835,674658,58048.3,456391,411811,340318,423387,282980,267196,116731,447266,434096,541860,426670,421302,417662,506368,507341,832424,817551,914987,948318,803154,584419,704574,849256,792573,960444,837881,1.028e+06,1.15142e+06,926935,788284,716368,801192,712339,868540,979324,899816,756950,981246,968421,675791,716742,0.004
1.87623e+06,1.90575e+06,2.16618e+06,2.10358e+06,2.33856e+06,2.25581e+06,781713,1.10631e+06,764132,687198,825953,766844,653115,1.10077e+06,701084,716447,723258,1.05507e+06,733702,687151,889904,1.05391e+06,1.168e+06,984587,704045,728143,716268,768140,65350,472810,444119,364819,463865,319010,279087,120244,539400,449857,542877,437500,428251,422925,509062,521621,901345,864579,981399,1.02537e+06,884316,651683,809379,996232,845577,1.0175e+06,883832,1.08149e+06,1.21037e+06,973963,833037,756037,827637,796431,896020,1.01667e+06,944877,803830,1.04376e+06,1.05129e+06,758126,808921,0.0044
1.84683e+06,1.89268e+06,2.22044e+06,2.11877e+06,2.37883e+06,2.37963e+06,762789,1.06301e+06,705450,663749,787113,711232,638959,1.06871e+06,684371,700897,705191,1.01534e+06,705205,656177,822188,964876,1.05921e+06,886520,635819,639924,625066,678668,53547.5,458684,410763,338774,426029,280190,246153,114893,438630,424822,541192,431938,424476,416254,513802,509979,875742,849932,941362,975931,818614,589804,728676,887572,834369,1.01256e+06,883357,1.0864e+06,1.2158e+06,974452,829378,751479,814495,757861,882445,990835,906926,778988,999820,984708,691374,755092,0.0059
1.88496e+06,1.90851e+06,1.81846e+06,2.39153e+06,2.65503e+06,1.8953e+06,738866,1.04256e+06,714141,635955,754342,685291,626180,1.03915e+06,665329,682130,692302,1.00069e+06,692826,649142,826476,976390,1.08224e+06,893137,648325,652487,641126,677979,59546.1,481832,437926,355612,464969,290395,250423,108464,478323,465925,570330,450131,444623,437454,528590,537082,814290,799538,897792,928152,786087,569082,689292,816855,773134,932790,811083,996766,1.1171e+06,898321,767851,699410,793969,732966,859815,977035,893758,756608,978558,965506,672486,716871,0.008
1.87061e+06,1.89877e+06,1.84338e+06,2.36157e+06,2.61481e+06,1.91768e+06,748264,1.06276e+06,699505,630320,763539,650269,630364,1.04858e+06,672847,687449,695364,1.00443e+06,696726,652754,846696,993764,1.09686e+06,917678,656070,668718,659450,698629,56684.5,477913,438957,361402,478927,299855,284386,121030,495354,457584,563051,443886,437693,435830,527229,530575,819612,804672,905397,943658,794601,575157,693467,849928,780378,938247,814627,998553,1.12133e+06,899941,773396,702234,802303,707106,866082,983545,901855,764208,994264,981554,675269,718173,0.0101
2.04487e+06,2.06878e+06,1.84129e+06,1.63776e+06,1.83292e+06,1.94491e+06,709206,1.03627e+06,709821,639858,771781,751161,598992,1.00281e+06,645619,659253,669745,976009,677260,631900,861555,1.00953e+06,1.14033e+06,958611,695093,706167,703297,757509,70159.2,495878,467557,390267,488916,339469,291687,125543,574763,476974,570864,450285,440792,438927,527805,541278,843650,804560,915190,962953,824488,613386,770480,945348,792757,948341,816473,997453,1.11501e+06,898472,769057,701596,826101,887080,899330,1.01585e+06,935457,806780,1.05904e+06,1.04912e+06,765427,836164,0.012
1.99675e+06,2.00854e+06,1.97706e+06,1.767e+06,1.93586e+06,1.98844e+06,761141,1.05342e+06,708012,634313,795803,694674,647268,1.06454e+06,685462,691569,694101,988408,692237,644936,890020,1.05702e+06,1.18642e+06,1.0092e+06,731702,773400,791382,856331,79258,471902,439653,364679,476903,315591,318860,115692,555717,450593,543790,431252,428735,426146,511846,518904,862265,826155,944774,999389,875001,656743,829798,1.08832e+06,802405,962380,836095,1.02033e+06,1.14346e+06,919196,793181,722010,855681,904800,916825,1.04481e+06,976926,823693,1.09117e+06,1.09868e+06,796723,883377,0.0295
1.90233e+06,1.92249e+06,1.77717e+06,1.65895e+06,1.82908e+06,1.80257e+06,735331,1.04408e+06,691004,630844,798443,695797,620279,1.04004e+06,664293,676742,677417,965866,678595,634071,876170,1.05301e+06,1.17877e+06,1.00341e+06,727864,764232,781490,860224,75916,462508,427063,361024,473766,306580,286356,114918,545594,435694,535374,421404,413506,416569,497280,502938,799158,769300,876130,927203,806839,608068,774458,997231,745235,892527,777021,948072,1.06133e+06,855723,738552,672188,849212,909893,914439,1.03677e+06,964250,823392,1.0838e+06,1.08155e+06,787118,890265,0.0432
1.90784e+06,1.92983e+06,2.21474e+06,2.33514e+06,2.58999e+06,2.29436e+06,761927,1.12582e+06,736062,661278,789787,721336,654444,1.08283e+06,705666,718991,725126,1.05318e+06,728157,685566,896338,1.04923e+06,1.16539e+06,972784,689262,716261,700969,738231,77001.4,549610,508361,426516,535758,336869,301077,125283,577520,526384,636668,503247,492585,493333,596160,605370,932890,898347,1.02155e+06,1.06416e+06,904444,658317,795260,963498,869813,1.04764e+06,909216,1.12116e+06,1.25601e+06,1.00882e+06,871647,787093,847903,787528,915222,1.03381e+06,961708,812216,1.06009e+06,1.04916e+06,735243,779072,0.0494
1.93055e+06,1.92202e+06,2.31013e+06,2.23417e+06,2.4652e+06,2.37954e+06,749098,1.03939e+06,692800,607296,712973,649353,630340,1.0561e+06,677109,693424,696854,1.0059e+06,696744,644999,870749,1.01704e+06,1.1263e+06,934438,665844,679746,667952,702430,61007.3,470502,429943,349313,463764,296139,268733,107814,487364,446941,541978,429665,426441,423847,515582,522894,920478,891676,1.00661e+06,1.04492e+06,877721,628352,746304,909534,856769,1.03306e+06,901318,1.10608e+06,1.24006e+06,999914,862087,782198,811572,689639,878832,996046,924815,773441,1.00678e+06,980783,675969,713544,0.0751
