"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","B1-A","B10-A","B11-A","B12-A","B13-A","B14-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A","UV1-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","V1-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","YG1-A","YG10-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","Time"
1.99392e+06,1.98318e+06,2.07591e+06,2.10652e+06,2.28231e+06,2.06533e+06,932.216,100.406,97.2081,-416.203,246.181,651.302,-144.288,169.501,799.383,-45.4431,366.818,-139.676,330.523,262.693,-192.675,472.566,26.7094,251.672,-96.3375,-502.491,572.447,-18.8344,2238.14,-43.8187,875.247,120.591,-304.95,308.394,792.716,153.188,676.934,438.128,775.556,418.712,136.622,480.403,378.812,739.575,2534.59,175.291,73.1675,602.996,-344.438,-57.065,26.8375,969.611,-231.579,23.3062,77.8994,-626.797,-217.949,-351.077,35.9481,238.642,-42.375,218.438,323.188,419.625,578.688,1.375,-46.0625,154.375,388.625,51.875,0.0131
1.88678e+06,1.91801e+06,2.00468e+06,2.25121e+06,2.51823e+06,2.10874e+06,436.061,-177.31,225.431,9.29688,-248.264,356.033,79.9531,466.629,355.884,140.718,132.09,301.07,252.206,-379.759,120.028,-150.15,293.737,413.437,446.972,-126.394,284.681,933.253,753.35,92.4469,404.819,127.597,667.078,-46.7875,452.378,409.569,441.275,366.7,505.756,312.312,280.666,102.244,644.575,1549.98,1717.46,-71.4725,-311.103,125.924,356.021,442.536,144.075,5.15562,-539.222,221.197,-109.822,63.845,-68.1531,53.11,106.785,136.377,472.062,116.5,-308.875,38.75,558.938,237,68.25,183.25,96.4375,117.188,0.0248
1.90777e+06,1.93943e+06,2.12821e+06,2.22371e+06,2.48816e+06,2.27878e+06,333.2,426.838,85.0106,230.934,-488.644,-27.8906,-119.967,-107.174,-115.728,281.212,-681.349,321.523,30.6425,-251.759,172.791,-400.509,205.209,511.809,10.4344,63.1312,-233.494,382.2,651.344,145.766,631.156,319.913,178.184,517.987,-8.01562,-37.2875,478.206,509.081,260.062,804.116,230.553,266.95,77.4844,1111.86,2144.46,144.146,247.682,-272.33,-29.6625,421.49,13.7719,192.312,78.6056,57.4181,-358.139,251.849,588.094,21.1169,114.201,494.587,208.312,693.688,-135.688,-59.3125,343.125,-211.75,-11.0625,166.312,-188.25,446.688,0.0255
1.96767e+06,1.97599e+06,2.14824e+06,1.60952e+06,1.80184e+06,2.32462e+06,11.7513,450.118,190.177,113.943,548.664,-197.317,270.799,523.154,204.754,-35.2537,291.996,645.129,102.266,-120.413,-29.925,162.225,134.531,178.566,142.8,-47.7094,316.181,203.897,1352.09,141.966,473.872,126.588,277.222,81.9375,-597.134,154.078,613.819,802.987,767.303,361.891,496.553,-5.225,503.5,491.744,1913.37,567.613,273.884,258.77,106.079,-107.35,483.075,683.297,-500.731,119.709,-132.351,145.417,220.915,103.677,350.794,-85.8094,77.875,572.75,158.062,-178.812,-277.062,-250.562,313.438,0.5,54.9375,43.625,0.0333
1.93817e+06,1.96325e+06,1.99143e+06,1.89476e+06,2.09954e+06,2.05941e+06,398.204,406.906,1015.67,-277.568,196.871,521.741,-327.399,232.422,70.5075,328.068,506.196,408.988,-65.8219,-363.917,238.875,94.6969,486.937,52.1719,-18.7687,210.656,372.291,-272.737,1035.68,-335.528,-155.444,-391.103,-234.234,155.622,578.491,783.809,978.737,166.25,-144.044,378.575,457.9,766.769,147.191,483.728,2192.06,-109.61,-167.593,59.1131,338.717,-144.923,315.27,-380.951,-155.94,-73.2381,-295.142,362.73,-203.824,-676.87,487.666,625.172,-82.9375,1429.88,116.25,-25.875,181.375,590.875,-5.6875,-119.438,-33.875,23.3125,0.0375
1.97371e+06,1.99582e+06,2.29597e+06,1.79388e+06,1.99885e+06,2.44808e+06,744.048,-371.503,510.584,-221.563,1004.66,-214.498,114.686,978.18,93.7869,-320.556,159.237,-60.2438,-82.3331,-166.154,90.9562,494.222,240.778,126.066,135.516,-499.603,314.278,117.534,944.3,-43.6406,511.1,-229.188,8.19375,225.269,31.7062,109.072,857.197,525.112,389.144,299.784,493.881,214.166,183.35,621.478,2264.1,-2.68375,355.385,-5.65,327.276,514.997,38.0669,958.452,154.174,16.1731,-156.646,449.528,-7.6275,44.1406,-32.4875,22.6706,114.25,795.562,225.25,112.812,-197.562,513.812,73.9375,-319.375,-202.562,272.438,0.0399
1.89492e+06,1.90823e+06,2.19439e+06,2.0762e+06,2.28646e+06,2.26742e+06,133.801,0.14875,362.876,200.589,-443.349,490.949,73.6313,637.914,237.926,128.892,-280.914,1061.18,-354.62,208.324,220.303,-83.7375,59.5875,373.866,435.619,402.544,436.931,-44.1,1319.67,-40.1375,133.594,374.181,510.506,130.744,140.719,504.272,581.103,613.7,382.256,763.859,825.312,195.522,318.666,556.938,2395.11,-126.277,416.546,281.582,406.941,-48.0956,369.016,458.003,305.524,-402.139,-471.775,220.986,-51.7681,297.119,415.346,204.954,65.4375,432.562,209.062,412.688,236.938,620.188,435.312,0.1875,-234.938,454.562,0.0401
1.89264e+06,1.92367e+06,2.0915e+06,2.30172e+06,2.58768e+06,2.22412e+06,78.0938,-160.278,578.266,-643.716,108.29,-116.769,487.9,379.015,696.596,435.168,570.382,516.683,-147.486,289.765,393.487,325.172,134.203,23.1,40.1625,-318.019,332.719,-175.284,1379.64,82.3531,464.194,-144.578,268.316,421.325,3.91875,234.887,24.8188,682.337,652.531,464.55,274.788,26.2437,189.287,434.506,1935.55,229.531,-391.827,407.718,-635.554,280.522,-221.974,8.68688,-0.776875,-461.676,-266.186,-148.524,134.894,-145.488,-127.831,-309.62,59.4375,251.812,62.5,375.062,419.875,50.3125,-406.5,85.9375,-221.188,94.3125,0.0428
1.96062e+06,1.98922e+06,2.06877e+06,2.12235e+06,2.35063e+06,2.14575e+06,78.3913,-11.0819,2.30563,810.39,-513.634,-14.9494,520.699,148.378,-204.457,-343.389,-239.116,199.251,-76.0856,312.673,126.197,88.7906,101.719,242.55,300.562,397.622,-173.972,188.606,1360.76,249.85,404.047,-283.516,40.4937,-73.2094,234.116,692.55,1219.27,387.897,771.341,461.7,218.678,548.091,-15.2,635.194,2591.8,-183.06,173.738,219.785,189.84,239.348,-223.669,246.552,-14.4781,-76.9106,-187.439,172.396,27.6144,71.4725,143.581,178.399,243.688,-148.75,-87.625,284.125,-120.75,602.875,-193.062,173.438,-172.125,-178.562,0.0695
1.92533e+06,1.93316e+06,2.08053e+06,2.27026e+06,2.52036e+06,2.15799e+06,200.292,-23.8,-42.6169,348.447,1052.33,806.969,318.771,556.176,264.254,153.584,44.1044,439.184,456.811,285.079,104.672,353.85,-85.1156,343.087,237.169,350.897,81.2437,571.134,994.353,131.159,578.491,-14.0125,143.747,279.538,829.291,682.634,691.778,473.753,718.912,199.678,542.569,536.334,220.341,650.453,2347.86,-280.169,48.4487,423.467,323.957,31.8519,194.925,698.199,209.121,457.156,-312.163,-190.193,-139.414,-36.16,279.039,-13.4894,664.188,477.188,243.188,-431.938,-452.125,148.938,-139.125,-79.5,-506.188,455.938,0.0734
