"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","B1-A","B10-A","B11-A","B12-A","B13-A","B14-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A","UV1-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","V1-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","YG1-A","YG10-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","Time"
1.87264e+06,1.88927e+06,1.93771e+06,2.07872e+06,2.26735e+06,1.98458e+06,45256.1,26030.9,18878.3,14119.9,17953.7,16857.4,37751.6,63455,35680.7,31704.1,26500.4,33048.9,22025.9,18911.6,20554.9,21275.5,19163.1,14670.5,10207.7,10133.9,9663.67,9138.81,9742.55,4525.62,3839.01,4615.04,3776.07,3632.98,4200.13,1478.97,77540.5,54798.4,55403.8,36877,22051.7,10663.8,9320.87,7178.62,69605,7888.25,8418.64,7128.25,5798.38,3962.98,4691.19,6578.01,63393.8,71485.4,50664.3,52787.8,54828.7,37840,17399.6,11573.8,43402,18590.8,40360.4,43152.6,33144.9,27476.8,32732.2,29805.5,19959.9,16489.4,0.0028
1.9472e+06,1.95912e+06,1.91131e+06,2.29219e+06,2.54502e+06,1.98325e+06,42593.7,25453.3,17779.6,13166.6,15661.1,12893,34731,57750.3,32645.9,29143.5,23933.7,29007,20971.8,16470.2,18916.9,19752.7,18453.1,13775.5,8951.77,9092.87,8852.55,9193.87,7862.32,4036.97,3878.97,2252.81,4073.9,3769.12,1182.33,2100.93,59067.4,47738.3,48209.5,33533.3,19408.2,8495.43,8222.84,7027.74,66528.8,7676.87,7941.29,7255.8,5550.14,3991.58,4038.97,5917.1,60123.5,70211.4,49619.9,52413.3,54445.3,37564.6,17416.3,11176.2,40020.1,17379.9,39056.8,40697.7,32410.3,25822.4,30115.9,25575.9,16181.8,15576.9,0.0229
2.05132e+06,2.0751e+06,2.05681e+06,1.54909e+06,1.73232e+06,2.16721e+06,38128.9,26047.5,16414.3,14385.7,14754.6,13539.5,32428,55665.2,32441.9,28257.6,24173.1,29744.7,19877.2,15803.5,19916.1,20683.1,18542.7,14412.4,9645.96,9526.32,9419.02,9862.06,10075.4,4266.81,4490.35,3612.26,3317.04,2667.9,3136.07,378.931,84213.5,56956.2,55340,39307.7,22524.6,10783.5,8755.85,7513.85,72493.7,8217.5,8365.53,7370.5,6086.89,4380.02,4936.55,7523.61,63623.9,72952,51483.7,53819.2,55651.4,38693.7,17778.4,11424.7,44391.9,22441.3,41096.8,42240.6,34275.6,28073.6,33679.8,31110.3,20633.3,19473.9,0.0448
2.01206e+06,2.0048e+06,1.85603e+06,1.83325e+06,1.99546e+06,1.85579e+06,45566.3,25719.1,17722.9,13096.5,16844.7,15811.3,36945.6,62135.9,35907.9,31062.9,26855.3,31788,22152.9,18074.2,20246.9,20366.6,19480.4,14856.3,9780.68,11114.1,9920.27,11783.8,11735.6,4844.52,4459,3091.54,4518.56,3171.46,2747.58,1931.11,85774.4,55950.5,57359.9,38944.4,23363.8,10898.8,8726.88,8016.99,70391.6,8234.52,8173.01,7456.45,6298.13,4965.64,5376.82,6124.6,62328,71273.7,50629.7,52159.1,54995.8,37962.6,17806.5,11588.4,43996.6,18487.5,41869.6,43052.1,34129.5,28202.3,34013.8,29436.9,21205.6,20129.8,0.0666
1.90113e+06,1.91457e+06,2.24793e+06,2.03266e+06,2.22305e+06,2.28386e+06,45033.2,29714.2,18760.7,15853.8,14733.2,16303.9,38356.9,64213.9,35913.9,31685.6,26648.6,32029.4,22788.4,17606.9,20475.3,20474.3,18609.6,14935.9,9526.65,9689.07,8997.71,10208.7,11830.2,4718.89,3934.96,3905.03,3321.85,2442.09,3178.94,615.244,82405.6,55695.2,57592.2,38199.5,23111.7,10712.1,9088.89,7282.17,76330.7,8754.25,8911.6,8010.99,5893.16,4810.2,6316.98,5814.84,66906.9,77808.8,54749.5,56391.9,59746.3,40888.2,19391.4,12448.7,43300.6,18310.4,41407.1,42782.8,33262.2,27743.4,31062.6,28586.6,20148.6,19355.2,0.091
1.86419e+06,1.85346e+06,1.72694e+06,2.27016e+06,2.48148e+06,1.76242e+06,42245.7,27063.7,19297.3,12153.7,16291,12978.3,34983.3,60216.8,34488.7,30181.2,25863.2,30719.2,20836.3,17114.8,20460.2,20258.5,19624.8,13955.1,10072.8,9780.16,8908.27,9661.44,9342.48,4409.42,4244.66,3335.69,4725.54,2506.52,1960.92,860.522,80282.6,55487,57082.5,38170.8,22874.3,10665.5,9139.18,8142.81,66556.6,7942.56,8135.86,7485.61,5229.22,4678.62,5323.85,5429.23,58765.8,68332.4,47426.3,49972.6,52674.2,36003.6,16495.7,10724.3,42719.5,15313,39207.9,41272.2,32741.6,26194.2,31681,26951.9,18282.9,17034.9,0.0959
1.9112e+06,1.94171e+06,2.05389e+06,2.34549e+06,2.62019e+06,2.16371e+06,42550.5,24114.6,15509,13590.2,13717.5,13096.4,35134.7,57623,32894.4,28989.7,24714.9,30347.3,20438.3,18221.2,19680.8,19931.5,18576.8,13017.2,8659.42,9127.45,9141.56,9008.74,8458.15,4158.03,3975.93,2868.47,3814.96,1629.72,1340.09,1123.38,62231.6,53047.3,54059,36495.7,21543.6,10162.9,8891.58,8158.9,71760.9,8622.39,8548.17,7286.45,5529.09,3088.43,4447.61,5621.54,64321.3,74238.3,53956.3,55353.3,58453.3,40151.5,18368.9,12019.5,41930.5,20221.6,39933.5,41756.4,32793.4,26348.4,31821.4,27713,17589.8,17922.3,0.125
1.90402e+06,1.89236e+06,2.17977e+06,2.2081e+06,2.36641e+06,2.16716e+06,47271.9,27946.3,15498.9,15875.2,19117.3,13064.6,41231,66823.6,39266.9,33144.5,28936.5,33839,24134.2,19684.6,20700.1,21109.6,19891.9,15287.6,9823.73,10383.3,9563.99,10014.4,9494,5449.44,4798.45,4162.9,6153.51,2702.57,3018.51,958.847,93206.4,65062.2,67935.1,44447.4,26690.6,11963.3,10617.4,8964.85,79655.3,9034.92,9195.59,8257.69,6423.06,4277.05,4603.9,6484.01,69058.5,79618,55818.6,58849.8,61393.5,42427.8,19432.8,12835.5,43384.7,18277.5,42079,42931.6,34116.5,28945.2,34792.8,27512.7,19017.3,17178.1,0.132
1.90912e+06,1.93036e+06,1.99755e+06,1.81841e+06,2.03988e+06,2.16623e+06,42938,26751.9,18542.6,15271.7,19443.1,14311.8,37447.8,59735.7,34844.8,30397.1,26701.7,31278.9,21867.7,17863.5,19236.5,19725.6,17668.9,13264.5,8785.15,8553.69,7357.02,8592.15,7183.72,4283.79,4485.07,3868.64,5446.82,2766.46,3381.52,567.625,61944.5,50530.3,56028.1,35303.7,21726.1,10032.4,8270.52,6666.62,69667.4,8503.67,8823.18,6938.48,5765.4,4451.07,4922.35,5445.4,62181.9,72724.3,51030.3,54265,56712.4,39212.1,17496,12114.4,42383.1,18450.5,41230.8,41746.6,32438.2,26447.6,31733,26984.7,18320.2,18418.8,0.1534
1.8855e+06,1.88308e+06,2.11914e+06,2.06824e+06,2.2557e+06,2.16463e+06,43915,28702.6,16807.4,15271,17512.6,16117.5,38851.2,63671,36387.2,32475.8,26839.7,32685.7,22123.4,18544.3,19754.8,21502.1,19135.7,14210.3,10162,9633.55,9522.84,10110.9,9354.59,3872.91,3809.26,4384.96,4477.71,3727.5,1239.1,1542.8,84381.7,54850.8,55862.9,38202.1,22689.2,10262.8,8536.58,7486.48,73787.5,8941.83,9089.16,7959.72,6363.38,4368.16,5473.23,7322.89,64485.6,74509,51561.6,54500.2,57153.3,39684.7,18197.2,12017.8,43096.3,20019,41099,42967.1,34086.4,28035.4,32527.6,27856.9,17845.6,19922.6,0.1587
