"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","B1-A","B10-A","B11-A","B12-A","B13-A","B14-A","B2-A","B3-A","B4-A","B5-A","B6-A","B7-A","B8-A","B9-A","R1-A","R2-A","R3-A","R4-A","R5-A","R6-A","R7-A","R8-A","UV1-A","UV10-A","UV11-A","UV12-A","UV13-A","UV14-A","UV15-A","UV16-A","UV2-A","UV3-A","UV4-A","UV5-A","UV6-A","UV7-A","UV8-A","UV9-A","V1-A","V10-A","V11-A","V12-A","V13-A","V14-A","V15-A","V16-A","V2-A","V3-A","V4-A","V5-A","V6-A","V7-A","V8-A","V9-A","YG1-A","YG10-A","YG2-A","YG3-A","YG4-A","YG5-A","YG6-A","YG7-A","YG8-A","YG9-A","Time"
1.88921e+06,1.86162e+06,661090,2.17057e+06,2.36121e+06,716723,324.052,383.254,16.66,877.551,456.588,900.904,-222.976,-67.6069,141.833,376.04,135.288,699.869,278.46,-269.238,-16.1437,-4.06875,-182.306,464.362,134.925,-432.075,-60.6375,544.162,683.05,-384.097,875.841,-189.822,646.356,-136.681,-141.431,-415.744,1003.14,314.569,530.337,61.6906,-200.925,278.944,305.722,2041.67,918.196,324.239,304.959,72.1081,-104.454,228.472,110.881,53.3925,-170.559,-266.892,101.7,-312.021,-136.236,-154.386,268.092,-45.3413,607.25,258.25,36.4375,448.75,109.562,-62.375,630.688,121.875,205,361.188,0.0275
1.8762e+06,1.84126e+06,614533,2.1818e+06,2.36335e+06,664212,431.226,758.179,-602.661,470.868,-132.908,553.796,252.875,797.523,143.693,-198.581,-83.895,206.019,-210.481,-92.0763,12.3375,156.844,252.984,-245.372,-133.547,-37.275,186.9,735.787,2258.21,333.925,772.528,-52.4281,-62.7594,-333.391,168.269,778.466,543.044,165.241,966.388,965.853,466.925,187.447,192.791,2183.16,1197.31,-233.698,-230.591,-260.324,-300.58,-427.987,-315.835,154.386,239.842,-163.285,-116.107,88.6344,276.568,211.522,210.604,-177.481,465.562,1592,384.062,594.062,146.625,266.375,458,847.812,433.938,256.438,0.0323
1.90134e+06,1.90734e+06,546522,2.22454e+06,2.46724e+06,598571,512.444,261.874,536.69,813.365,659.855,416.649,548.59,271.915,321.672,101.448,-329.63,243.727,-233.389,-211.969,287.634,-456.487,94.0406,288.028,-208.162,39.9656,-180.862,895.191,684.772,-256.916,967.278,304.297,299.309,-40.2562,178.778,735.834,515.612,138.284,259.112,260.953,486.163,231.919,506.112,1800.43,1311.08,197.75,166.534,-87.9987,-230.167,-248.247,273.601,-289.633,167.593,521.989,37.4313,253.967,-48.8019,249.165,309.055,-170.559,759.625,-290,116.5,308.188,274.562,6.0625,712.688,251.562,68.5625,486.5,0.0677
1.89709e+06,1.89746e+06,527162,2.04526e+06,2.28907e+06,578625,650.856,-132.239,-229.001,-763.534,-121.529,434.796,391.287,557.143,500.246,117.884,-1.85938,424.235,-460.084,114.984,404.447,-24.8719,245.7,450.253,296.953,335.081,-15.0281,911.466,1783.98,-97.9094,650.216,157.522,239.4,-174.444,1506.52,429.994,356.191,686.256,549.041,469.062,409.866,-40.0187,465.797,2160.72,891.782,-218.584,377.985,58.9719,-332.361,363.577,317.53,-164.839,-264.208,-233.204,-885.073,-470.362,183.978,63.845,81.2894,43.0812,842.438,206.938,398.688,302.125,-20.8125,394.375,340.625,225.938,579.25,571.438,0.0963
1.9287e+06,1.91024e+06,703429,2.12776e+06,2.31606e+06,753305,129.338,470.124,286.567,-339.076,-18.2963,629.361,-52.955,510.808,544.202,507.386,438.738,1062.89,-14.9494,264.998,199.434,421.772,72.3187,188.737,262.959,117.731,514.762,237.431,1538.23,-122.728,504.212,-57.475,278.112,-264.694,392.884,995.719,864.322,450.122,359.397,277.934,547.022,-364.444,340.753,2020.71,1386.02,-64.3394,-54.5225,134.964,169.712,-266.327,-8.40438,71.8256,161.166,309.832,-290.834,-100.287,61.7969,51.2738,243.162,98.2394,759.188,1037.19,273.062,-80.75,54,108.25,695,594.75,258.688,268.125,0.1123
1.91543e+06,1.91618e+06,609554,2.17205e+06,2.42132e+06,669216,81.515,-13.4619,-365.851,-345.993,-635.237,695.704,416.872,758.997,-97.3569,120.934,149.345,397.163,214.869,290.955,651,-170.166,-110.709,169.772,278.184,258.169,241.434,1221.54,138.284,6.65,385.047,-69.35,179.134,-94.1094,95.1781,428.212,403.512,706.622,933.375,167.972,156.512,5.58125,100.166,2022.37,911.486,51.4856,-378.338,248.812,-257.004,215.83,132.775,-133.128,266.821,509.983,355.456,-187.156,178.681,93.79,326.711,1.62437,858.312,-496.5,277.688,162.812,662.688,334.875,165,213.938,288.938,373.125,0.1154
1.89903e+06,1.91412e+06,627276,2.30419e+06,2.56918e+06,695517,457.778,535.574,-313.714,-594.628,42.84,451.382,392.7,323.159,3.79313,-158.568,294.897,873.758,278.906,-210.333,314.212,-102.703,49.8094,-198.909,-241.631,120.028,809.616,1199.62,839.147,-79.8,466.153,434.922,394.547,126.706,850.547,-638.459,180.262,482.184,155.444,-142.856,69.7656,456.653,-127.537,1768.42,1354.73,212.511,-290.975,-417.323,-47.6012,-327.135,-233.062,413.086,611.966,496.141,-241.961,-218.726,-164.98,473.541,1012.48,-334.904,980.188,136.312,304.625,146.5,201.25,269.688,102.938,68.1875,1.4375,-5.5,0.1251
1.9218e+06,1.91992e+06,736792,2.19674e+06,2.4374e+06,807916,983.981,265.965,-297.723,-454.58,-302.558,318.994,167.269,856.279,-293.558,123.834,47.4513,510.213,75.7138,295.789,181.584,467.119,-162.487,-45.5437,117.272,280.809,-132.825,466.659,3.38437,156.869,482.244,292.006,48.925,148.022,341.288,-12.2312,945.962,420.969,544.884,57.4156,392.409,101.65,348.294,1872.39,933.38,409.554,-86.1625,-351.712,206.084,629.551,63.9156,239.348,-497.129,198.951,-119.497,-140.473,230.167,-98.6631,-76.6988,227.624,573.625,240,168.875,274.625,3.5625,277.062,540.688,-36.6875,681.25,670.125,0.1327
1.93817e+06,1.93788e+06,706866,2.31267e+06,2.58204e+06,779078,48.9388,40.1625,-412.186,-386.155,-173.591,853.974,31.9813,939.654,698.902,-3.34688,-131.421,419.549,-390.469,118.628,165.309,154.612,138.009,273.262,537.403,-83.6719,228.309,918.028,205.794,-292.541,724.494,4.21562,340.753,187.447,113.644,173.434,798.653,668.8,853.219,275.737,298.597,186.319,388.847,2160.12,1071.88,-98.6631,360.329,-33.2644,-328.124,-146.264,-612.601,244.574,342.249,369.369,8.54562,229.037,-103.183,69.6363,278.969,284.124,313.625,-37.0625,100.562,164.875,246.188,590.5,-0.75,139.938,342.188,541.562,0.1491
1.91462e+06,1.91774e+06,548596,2.03655e+06,2.28617e+06,611810,343.018,401.551,998.187,428.921,-521.146,-19.2631,156.039,936.009,-60.8388,123.834,192.408,567.035,116.62,262.693,276.347,374.194,-311.259,20.9344,27.6937,287.372,-11.6812,494.419,410.103,227.169,705.078,647.722,306.672,727.7,12.1125,470.309,408.262,-3.44375,709.769,618.272,173.375,42.8687,369.431,1468.52,854.209,-356.515,538.445,39.8325,52.1213,-167.169,11.0175,-65.3988,88.7756,-203.682,-227.413,-163.85,-159.683,-114.907,-252.767,320.002,824.875,-334.375,361.25,128.5,310.75,46.1875,12.375,289.938,159.25,688.688,0.1577
